,Unnamed: 0.1,Unnamed: 0,tweet,label,sorgu tipi,tweetUrl,like,user,date,polarity,subjectivity,sentiment
400,400,400,bring kaulder back to the big screen the last witch hunter needs a sequel spam vin diesel lol thelastwitchhunter thelastwitchhunterparttwo vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/mikebrewer1990/status/1145988933077151744,0,https://twitter.com/mikebrewer1990,2019-07-02 09:33:47+00:00,0.2,0.21666666666666667,positive
401,401,401,"in my imaginary world i run away w jon b, charlie wilson, chucky venn, idris elba, vin diesel and denzel washington and michael bolton, i know what ur thinking what a greedy so and so don’t judge me it’s imaginary ",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/v_strokes/status/1143899858320969728,3,https://twitter.com/v_strokes,2019-06-26 15:12:33+00:00,0.0,0.0,neutral
402,402,402,"just saw man the looked like vin diesel if the ""i am groot"" cheques stopped coming in. it was humbling to say the least. guardiansofthegalaxy vindiesel iamgroot marvel avengers",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/BetweenTheJeans/status/1143612127464345601,0,https://twitter.com/BetweenTheJeans,2019-06-25 20:09:13+00:00,-0.3,0.4,negative
403,403,403,robert pattinson as batman richard madden as james bond 007 what next? vin diesel as charlie brown? jamesbond batman richardmadden robertpattison vindiesel charliebrown backtothepast betterdecisions,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/naandhanush/status/1140675229070458880,2,https://twitter.com/naandhanush,2019-06-17 17:39:01+00:00,0.0,0.0,neutral
404,404,404,vin diesel goes to a family reunion: my cousin vinny diesel. vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/thedonsantino/status/1139307468226306048,0,https://twitter.com/thedonsantino,2019-06-13 23:04:02+00:00,0.0,0.0,neutral
405,405,405,vindiesel vin diesel does the lawn - juan diesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/cMamiVega/status/1138839633876459523,1,https://twitter.com/cMamiVega,2019-06-12 16:05:01+00:00,0.0,0.0,neutral
406,406,406,vindiesel circumcised vin diesel. no fore skin diesel.,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/Blackie84Black/status/1138824370305097728,2,https://twitter.com/Blackie84Black,2019-06-12 15:04:22+00:00,0.0,0.0,neutral
407,407,407,vin diesel in animal farm.... vin weasel vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/luiz_peetha/status/1138815119348121601,0,https://twitter.com/luiz_peetha,2019-06-12 14:27:37+00:00,0.0,0.0,neutral
408,408,408,"vin diesel is trending and it’s taken the world by storm, how very random  vindiesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/J_John88/status/1138800884153012225,0,https://twitter.com/J_John88,2019-06-12 13:31:03+00:00,-0.65,0.65,negative
409,409,409,vin diesel cum in 40 seconds- churchill diesel vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/cn_rayray/status/1138795550999027714,0,https://twitter.com/cn_rayray,2019-06-12 13:09:51+00:00,0.0,0.0,neutral
410,410,410,vin diesel is the new joker. grin diesel vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/flotsammusic/status/1138782375394123777,2,https://twitter.com/flotsammusic,2019-06-12 12:17:30+00:00,0.13636363636363635,0.45454545454545453,positive
411,411,411,vin diesel is spotted in jos tin diesel vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/MajorSawale/status/1138779665215213569,0,https://twitter.com/MajorSawale,2019-06-12 12:06:44+00:00,0.0,0.0,neutral
412,412,412,vindiesel vin diesel goes twelve rounds with mike tyson... he's-got-some-chin diesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/clodoey/status/1138773076173316097,0,https://twitter.com/clodoey,2019-06-12 11:40:33+00:00,0.0,0.0,neutral
413,413,413,vindiesel vin diesel listening to house of pain... jumpin' diesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/clodoey/status/1138771313508663302,1,https://twitter.com/clodoey,2019-06-12 11:33:33+00:00,0.0,0.0,neutral
414,414,414,vin diesel and his brother.......... twin diesel vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/clodoey/status/1138755381931532288,2,https://twitter.com/clodoey,2019-06-12 10:30:14+00:00,0.0,0.0,neutral
415,415,415,who is this vin diesel sef and what has he done this time again? vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/Ninahs_Kitchen/status/1138754613581160448,1,https://twitter.com/Ninahs_Kitchen,2019-06-12 10:27:11+00:00,0.0,0.0,neutral
416,416,416,"why is vin diesel trending this morning, someone should please help out? vindiesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/Machiavelli_iam/status/1138721340444282880,1,https://twitter.com/Machiavelli_iam,2019-06-12 08:14:58+00:00,0.0,0.0,neutral
417,417,417,vin diesel turns into a tree. i am groot. am i doing this right? vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ComicsThunk/status/1138715986771791872,0,https://twitter.com/ComicsThunk,2019-06-12 07:53:42+00:00,0.2857142857142857,0.5357142857142857,positive
418,418,418,"first five trends on my screen: 1. democracyday 2. mko abiola 3. wednesdaywisdom 4. vindiesel 5. iniesta. being a movie buff, i opened vin diesel, still in the dark why the dude is trending.",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/bolajiabu/status/1138713350827888640,2,https://twitter.com/bolajiabu,2019-06-12 07:43:13+00:00,0.05,0.3666666666666667,positive
419,419,419, vin diesel's identical brother... twin diesel  vin diesel plays the lottery... win diesel  vin diesel loses weight... thin diesel any more? vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/apasif_4/status/1138703133176057857,1,https://twitter.com/apasif_4,2019-06-12 07:02:37+00:00,0.15,0.4625,positive
420,420,420,vin diesel get bald bald diesel vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/skuzy22/status/1138699561042665482,0,https://twitter.com/skuzy22,2019-06-12 06:48:26+00:00,0.0,0.0,neutral
421,421,421,y us vin diesel trending? vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/sithabileNG/status/1138697303458496512,0,https://twitter.com/sithabileNG,2019-06-12 06:39:27+00:00,0.0,0.0,neutral
422,422,422,vin diesel takes out the trash! bin diesel vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/gazbing/status/1138695891597090816,0,https://twitter.com/gazbing,2019-06-12 06:33:51+00:00,0.0,0.0,neutral
423,423,423,"vin diesel bullies badguy: mean diesel. vin diesel marries royalty, queen diesel. vin diesel feeling calm: zen diesel. vin diesel is running wits now: dean diesel. vin diesel takes a slanted pic: lean diesel. vindiesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/Ibraheemaji10/status/1138695477862588416,4,https://twitter.com/Ibraheemaji10,2019-06-12 06:32:12+00:00,-0.006249999999999978,0.71875,negative
424,424,424,vin diesel teaching kids about good manners: discipline diesel vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/sgsamar181/status/1138688479716679680,0,https://twitter.com/sgsamar181,2019-06-12 06:04:24+00:00,0.7,0.6000000000000001,positive
425,425,425,vin diesel in the wizard of oz tin diesel. vin diesel in a bar. gin diesel. vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/blahie/status/1138684121079615488,1,https://twitter.com/blahie,2019-06-12 05:47:04+00:00,0.0,0.0,neutral
426,426,426,vin diesel and his fam. kin diesel vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/blahie/status/1138683130896834562,0,https://twitter.com/blahie,2019-06-12 05:43:08+00:00,0.0,0.0,neutral
427,427,427,"vin diesel cast in new star wars spin-off, qui-gon jinn diesel vindiesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/carl__wilson/status/1138674334984224774,1,https://twitter.com/carl__wilson,2019-06-12 05:08:11+00:00,0.13636363636363635,0.45454545454545453,positive
428,428,428,din viesel or vin diesel!!? take your pick!! vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/hiphopcrisis/status/1138631894302461953,0,https://twitter.com/hiphopcrisis,2019-06-12 02:19:33+00:00,0.0,0.0,neutral
429,429,429,"on a serious note, why is vin diesel trending? askingforafriend vindiesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/mrjs134/status/1138612664534491136,0,https://twitter.com/mrjs134,2019-06-12 01:03:08+00:00,-0.3333333333333333,0.6666666666666666,negative
430,430,430,vin diesel becomes a terrorist... vin laden... vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/WisanM01/status/1138528265520504842,0,https://twitter.com/WisanM01,2019-06-11 19:27:45+00:00,0.0,0.0,neutral
431,431,431,vin diesel shows a graph of all the overlapping plot points of the fast furious movies called venn diesel. vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/wakeupangry/status/1138288513831579648,8,https://twitter.com/wakeupangry,2019-06-11 03:35:04+00:00,0.2,0.6,positive
432,432,432,vin diesel vindiesel not in church... sin diesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/JamesOrlando126/status/1138285583422414852,0,https://twitter.com/JamesOrlando126,2019-06-11 03:23:26+00:00,0.0,0.0,neutral
433,433,433,vin diesel teams up with zappa's kid to found soil cultivator product company: dweezil/diesel garden weasel. vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/CogitoErgoWtf/status/1138272701741535239,3,https://twitter.com/CogitoErgoWtf,2019-06-11 02:32:14+00:00,0.0,0.0,neutral
434,434,434,"vin diesel plays a vaudeville magician distracting audiences while his accomplices round up make off with ford model t's. ""sim sala vin"" vindiesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/nikola1tesla/status/1138271721398554629,0,https://twitter.com/nikola1tesla,2019-06-11 02:28:21+00:00,-0.2,0.4,negative
435,435,435,vin diesel as a rapper: lil vin diesel vin diesel watching the office on netflix: binge diesel vin diesel younger sister: min diesel lol these are terrible vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/augy_e/status/1138268216852008961,40,https://twitter.com/augy_e,2019-06-11 02:14:25+00:00,-0.06666666666666665,0.5666666666666667,negative
436,436,436,served up with a splash of dirty. gindiesel vin diesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/JackZullo/status/1138253844004057089,0,https://twitter.com/JackZullo,2019-06-11 01:17:18+00:00,-0.6,0.8,negative
437,437,437,"when therock says ""you know what's missing in fastandfurious, less vin diesel"" and vindiesel replies ""you know what's missing? more johncena"" boom you have the two movies ",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/MisterSebita/status/1137540992092033024,1,https://twitter.com/MisterSebita,2019-06-09 02:04:41+00:00,-0.016666666666666663,0.16666666666666669,negative
438,438,438,it’s a good thing the fast and furious movies started coming out in 2001 because vin diesel would not look as awesome getting beat by a tesla,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/RichardMcCrackn/status/1136492509826183169,7,https://twitter.com/RichardMcCrackn,2019-06-06 04:38:24+00:00,0.6333333333333333,0.7333333333333334,positive
439,439,439,i was today years old when i learned that isn't actually named vin diesel.,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/getzburg/status/1127647761405550593,3,https://twitter.com/getzburg,2019-05-12 18:52:31+00:00,0.05,0.15000000000000002,positive
440,440,440,who is the best driver among (1)vin diesel (2)paul walker (3)jason statham,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/esdemmanuel/status/1127214104983293952,1,https://twitter.com/esdemmanuel,2019-05-11 14:09:19+00:00,1.0,0.3,positive
441,441,441,i had completely forgotten that vin diesel was in “saving private ryan”,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/LizzyLizard74/status/1122101636338315266,0,https://twitter.com/LizzyLizard74,2019-04-27 11:34:12+00:00,0.05,0.3875,positive
442,442,442,"next time you're exhausted after a long day of putting work in for little reward remember vin diesel got paid millions to say ""i am groot"" 100 times  guardiansofthegalaxy groot",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/HowYouGon/status/1120853271315394560,0,https://twitter.com/HowYouGon,2019-04-24 00:53:38+00:00,-0.159375,0.4,negative
443,443,443,confession: i love vin diesel vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/shundawg/status/1120503350045347840,1,https://twitter.com/shundawg,2019-04-23 01:43:11+00:00,0.5,0.6,positive
444,444,444,"as vin diesel said before, the most important thing in life will always be the family. your family. hold on to it dominic torreto",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/DOC_7OODAAA/status/1119296701372801024,0,https://twitter.com/DOC_7OODAAA,2019-04-19 17:48:23+00:00,0.45,0.75,positive
445,445,445,"the fate of the furious, directed by f. gary gray, starring vin diesel and dwayne johnson opens worldwide on this day in 2017. fastandfurious vindiesel dwaynejohnson",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/cinebling/status/1117387271819407361,0,https://twitter.com/cinebling,2019-04-14 11:21:00+00:00,0.0,0.0,neutral
446,446,446,i act like i'm okay but deep down i want vin diesel to do at least 3 more riddick movies... please do the right thing,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/GiftLatas/status/1108834044874289153,1,https://twitter.com/GiftLatas,2019-03-21 20:53:32+00:00,0.13835978835978838,0.43743386243386245,positive
447,447,447,so i've had a message from vin diesel on instagram a follow by ariana grande on twitter lol  obvs not real but funny ,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/1MishCampbell/status/1104698113032376320,0,https://twitter.com/1MishCampbell,2019-03-10 10:58:49+00:00,0.3166666666666667,0.6666666666666666,positive
448,448,448,"heard way too often in my house. ""it's not vin diesel. it's the rock!"" i know the difference. hubby apparently does not. sundaynightmovies skyscrapermovie movies actors",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/AHRonnee/status/1102336405634732032,0,https://twitter.com/AHRonnee,2019-03-03 22:34:14+00:00,0.05,0.35,positive
449,449,449,"i wanted to ask if you can help me with an information, i really wanted to talk to the real vin diesel, about his foundation, i wanted to talk to the real vin diesel, but he has a lot of fake profile of him and if this conversation with anyone is boring.",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/MaylaBrazil/status/1099058841206050816,1,https://twitter.com/MaylaBrazil,2019-02-22 21:30:21+00:00,-0.18,0.5599999999999999,negative
450,450,450,ok so my top 10 actors... 10. james stewart 9. john travolta 8. tim curry 7. nicholas cage 6. sylvester stallone 5. vin diesel 4. john barrowman 3. corey haim 2. paul walker 1. corey feldman  feldman,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/gothicvamp18881/status/1093479600754167809,0,https://twitter.com/gothicvamp18881,2019-02-07 12:00:27+00:00,0.5,0.5,positive
451,451,451,rt : omg i can’t i just can’t stop laughing  ...off-the-hook just off.the.hook. piehole gameofgames and p.s. vin diesel what’s your favorite kind of pie askingforafriend,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/LadyPieholeBot/status/1092973030802968577,0,https://twitter.com/LadyPieholeBot,2019-02-06 02:27:31+00:00,0.55,0.95,positive
452,452,452,rt  lb: i’m never looking at vin diesel the same way again piehole gameofgames knoworgo,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/LadyPieholeBot/status/1092973027552309249,0,https://twitter.com/LadyPieholeBot,2019-02-06 02:27:30+00:00,0.0,0.125,neutral
453,453,453,"check out our podcast and listen to two super fans from rival cities talk about tom brady, and if vin diesel could beat up ""the rock"" patriots tombrady therock vindiesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/TheEndGame11/status/1087955725614280704,0,https://twitter.com/TheEndGame11,2019-01-23 06:10:32+00:00,0.3333333333333333,0.6666666666666666,positive
454,454,454,shopping list •vin diesel liquid •vin diesel bubble •vin diesel hand sanitizer •,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/jbrienza06/status/1087534393906941958,1,https://twitter.com/jbrienza06,2019-01-22 02:16:19+00:00,0.0,0.0,neutral
455,455,455,so funny how fast and furious producers have the rock and vin diesel the same height lol fastfive fastandfurious6 therock vindiesel afn,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/_AGalexander_/status/1086929002571358209,0,https://twitter.com/_AGalexander_,2019-01-20 10:10:43+00:00,0.3125,0.60625,positive
456,456,456,hey vin diesel( thank you for following me,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/FranyaIsley/status/1080741165505413122,0,https://twitter.com/FranyaIsley,2019-01-03 08:22:27+00:00,0.0,0.1,neutral
457,457,457,“the iron giant” is vin diesel’s best performance. don’t @ me vindiesel irongiant,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/Hey_ALF/status/1075933638347247617,1,https://twitter.com/Hey_ALF,2018-12-21 01:59:03+00:00,0.5,0.65,positive
458,458,458,live action buzz lightyear film starring vin diesel. make it happen.,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/theeunderjaker/status/1075061677387849728,1,https://twitter.com/theeunderjaker,2018-12-18 16:14:12+00:00,0.11818181818181818,0.3,positive
459,459,459,a pair of strangers just asked to take a selfie with me because i “look like vin diesel” and then bought me a six pack of corona.  india vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/davidaburch/status/1074317094567653376,2,https://twitter.com/davidaburch,2018-12-16 14:55:29+00:00,0.0,0.0,neutral
460,460,460,"weird dream: vin diesel (in his xxx persona) took on the colombian drug cartel, in his black muscle car there was a sticker of a purple unicorn, which is how they found him and ensued a shoot out",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/HibiscusQueenNA/status/1072569186784829440,0,https://twitter.com/HibiscusQueenNA,2018-12-11 19:09:56+00:00,-0.3333333333333333,0.7166666666666667,negative
461,461,461,"i'm speaking with more than ten profiles claiming to be vin diesel, despite the fact that it's real for me to donate to paul wallker ?",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/MaylaBrazil/status/1071027930237681664,0,https://twitter.com/MaylaBrazil,2018-12-07 13:05:31+00:00,0.2333333333333333,0.26666666666666666,positive
462,462,462,"the only time i'm crying in 2019,is when vin diesel's car run out of fuel while cops are chasing him in fast furious 9 ",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/lebeauxJnr/status/1070742316539932672,0,https://twitter.com/lebeauxJnr,2018-12-06 18:10:36+00:00,0.0,0.7333333333333334,neutral
463,463,463,"i just noticed that is literally the perfect name for someone who stars in the fastandfurious movies: ""vehicle identification number (aka vin)"" diesel! i usually make witty names for my mc's, but that happened on its own! amwriting irl perfect",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/scottjackson300/status/1066507332614418432,2,https://twitter.com/scottjackson300,2018-11-25 01:42:17+00:00,0.6,0.85,positive
464,464,464,may the real vin diesel please stand up?? i am being attacked by vin diesels help,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/GGiantsbaby88/status/1066444796422692864,0,https://twitter.com/GGiantsbaby88,2018-11-24 21:33:47+00:00,0.2,0.30000000000000004,positive
465,465,465,vin diesel epidemic can we stop it??? i can only wish it was the real but 100 million vin diesels follow me or message me !!,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/GGiantsbaby88/status/1064958473153245185,0,https://twitter.com/GGiantsbaby88,2018-11-20 19:07:40+00:00,0.15625,0.65,positive
466,466,466,mark sinclair aka vin diesel in facebook i love you mark sinclair my big actor favorite vin diesel yours is my heart vindiesel marksinclair marksincclairakavindiesel good night,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/MARIAODREMAN4/status/1058498647078227968,0,https://twitter.com/MARIAODREMAN4,2018-11-02 23:18:38+00:00,0.425,0.575,positive
467,467,467,""" vindiesel: you deserve to be happy. don't let anyone make you forget that."" i love you vin diesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/MARIAODREMAN4/status/1056634883240538112,0,https://twitter.com/MARIAODREMAN4,2018-10-28 19:52:42+00:00,0.65,0.8,positive
468,468,468,"vin diesel sir  mujhe wo bike dekhna chahta hoon  no fuel, no charge, only, chabi ungba running  design of, old, titan ajanta companies, clocks... ",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/kcsharma4u1/status/1052098766512123906,0,https://twitter.com/kcsharma4u1,2018-10-16 07:27:47+00:00,0.05,0.6,positive
469,469,469,"""it's insecurity that is always chasing you and standing in the way of your dreams""- vin diesel dreams chase vindiesel insecurity",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/alex_wilson_xq/status/1045259437773135872,1,https://twitter.com/alex_wilson_xq,2018-09-27 10:30:44+00:00,0.0,0.0,neutral
470,470,470,me: i didn't know is groot! vin diesel: i am groot!,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/milst1/status/1042174912922832897,0,https://twitter.com/milst1,2018-09-18 22:13:56+00:00,0.0,0.0,neutral
471,471,471,what will vin diesel do?,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/SM7martinez/status/1040651921852428288,0,https://twitter.com/SM7martinez,2018-09-14 17:22:07+00:00,0.0,0.0,neutral
472,472,472,vin diesel or dwayne johnson? survey,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/_Maaarie_n/status/1040082887578738693,0,https://twitter.com/_Maaarie_n,2018-09-13 03:40:58+00:00,0.0,0.0,neutral
473,473,473,i dreamt vin diesel and me were hustling at casinos counting cards and ran from da popo and got away ,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ShelbHooper/status/1039476330696507393,0,https://twitter.com/ShelbHooper,2018-09-11 11:30:44+00:00,0.0,0.0,neutral
474,474,474,okay vin diesel on power,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/m4ndingowarrior/status/1037635773443571714,0,https://twitter.com/m4ndingowarrior,2018-09-06 09:37:01+00:00,0.5,0.5,positive
475,475,475,"i noticed vin diesel followed me, i checked it was an unverified acct, near identical to the real account. i reported the bot and blocked it. checked my followers tim mcgraw icet got the same treatment. watch out for latest trend, bots impersonating ",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/oprbBeth/status/1029608359220015105,0,https://twitter.com/oprbBeth,2018-08-15 05:58:56+00:00,0.2,0.43125,positive
476,476,476,unpopular opinion: the iron giant is vin diesel’s best role irongiant vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/rachelmitch__/status/1028292258347532293,0,https://twitter.com/rachelmitch__,2018-08-11 14:49:13+00:00,0.5,0.65,positive
477,477,477,vin diesel just followed me...too bad it's not the real lol.,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/bymindymajors/status/1024754973165461506,0,https://twitter.com/bymindymajors,2018-08-01 20:33:19+00:00,0.15000000000000008,0.8333333333333333,positive
478,478,478,vin diesel  ,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/_vmsutze/status/1024733788776132609,0,https://twitter.com/_vmsutze,2018-08-01 19:09:08+00:00,0.0,0.0,neutral
479,479,479,"tweeters: there are tons of fake guys calling themselves “vin diesel” or “mark sinclair.” i’ve just been followed by the 6th phony. the real, verified vin diesel is all the others are frauds. ",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/MarleneMann20/status/1020426181391323137,0,https://twitter.com/MarleneMann20,2018-07-20 21:52:14+00:00,-0.15,0.65,negative
480,480,480,vin diesel's full name is vintage dieslengine. vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/atifcackcz/status/1020236261808918528,0,https://twitter.com/atifcackcz,2018-07-20 09:17:34+00:00,0.35,0.55,positive
481,481,481,fun fact: vin diesel's full name is vinegar diesel which is also a strain of tea. vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ZeitChrist/status/1020052207679385600,0,https://twitter.com/ZeitChrist,2018-07-19 21:06:12+00:00,0.32499999999999996,0.375,positive
482,482,482,it is actor vin diesel’s birthday. his top 5 films: - fast five - fast furious 6 - find me guilty - guardians of the galaxy - pitch black vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/Filmaluation/status/1019576761774985216,0,https://twitter.com/Filmaluation,2018-07-18 13:36:57+00:00,0.04666666666666665,0.6266666666666667,positive
483,483,483,"rt: beauty is not defined by the size of your jeans but by the size of your heart. — vin diesel (reai vindiesel) july 8, 2018",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/Tv1Top/status/1018923088405245957,0,https://twitter.com/Tv1Top,2018-07-16 18:19:29+00:00,0.0,0.0,neutral
484,484,484,first shemar slid in my pm's...now a vin diesel! shemar vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/MsAshleyGuy/status/1017546677572526081,0,https://twitter.com/MsAshleyGuy,2018-07-12 23:10:07+00:00,0.3125,0.3333333333333333,positive
485,485,485,what dwayne johnson does not understand is that fastandfurious' fan base is loyal to like hell! although i love jason statham a lot i'll never ever watch a ff movie without vin diesel in it! case closed!,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ddmsen/status/1014935034132918272,2,https://twitter.com/ddmsen,2018-07-05 18:12:23+00:00,0.029166666666666646,0.6333333333333334,positive
486,486,486,vin diesel has an amazing life story. inspiring!,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/aeXthetic__/status/1011981597447352320,1,https://twitter.com/aeXthetic__,2018-06-27 14:36:29+00:00,0.6125,0.95,positive
